TARGET_CLASS,criterion,Coverage,Total_Goals,Covered_Goals
org.mozilla.javascript.CompilerEnvirons,LINE,1.0,97,97
org.mozilla.javascript.Delegator,LINE,1.0,45,45
org.mozilla.javascript.NodeTransformer,LINE,0.25418060200668896,299,85
org.mozilla.javascript.ImporterTopLevel,LINE,0.7297297297297297,112,82
org.mozilla.javascript.ThreadSafeSlotMapContainer,LINE,0.7777777777777778,54,44
org.mozilla.javascript.NativeError,LINE,0.5393939393939394,165,83
org.mozilla.javascript.NativeJavaMethod,LINE,0.6172839506172839,243,152
org.mozilla.javascript.Sorting,LINE,1.0,56,56
org.mozilla.javascript.ScriptStackElement,LINE,1.0,31,31
org.mozilla.javascript.SymbolKey,LINE,1.0,13,13
org.mozilla.javascript.RhinoSecurityManager,LINE,0.8571428571428571,7,6
org.mozilla.javascript.IdScriptableObject,LINE,0.59765625,512,311
org.mozilla.javascript.NativeObject,LINE,0.40668523676880225,359,149
org.mozilla.javascript.EcmaError,LINE,1.0,15,15
org.mozilla.javascript.ScriptableObject,LINE,0.6647398843930635,1040,690
org.mozilla.javascript.NativeCall,LINE,1.0,48,46
org.mozilla.javascript.NativeJavaTopPackage,LINE,0.6610169491525424,59,39
org.mozilla.javascript.EmbeddedSlotMap,LINE,0.9530201342281879,149,143
org.mozilla.javascript.NativeGlobal,LINE,0.33687002652519893,377,129
org.mozilla.javascript.NativeContinuation,LINE,1.0,28,28
org.mozilla.javascript.NativeGenerator,LINE,0.7840909090909091,89,71
org.mozilla.javascript.DefaultErrorReporter,LINE,0.9166666666666666,24,22
org.mozilla.javascript.ObjToIntMap,LINE,0.8851674641148325,209,181
org.mozilla.javascript.BaseFunction,LINE,0.8617886178861789,249,180
org.mozilla.javascript.IdFunctionObjectES6,LINE,1.0,20,20
org.mozilla.javascript.TokenStream,LINE,0.5464895635673624,1054,586
org.mozilla.javascript.NativeStringIterator,LINE,1.0,15,15
org.mozilla.javascript.optimizer.OptTransformer,LINE,0.7435897435897436,39,33
org.mozilla.javascript.optimizer.Block,LINE,0.6666666666666666,231,162
org.mozilla.javascript.optimizer.Codegen,LINE,0.5989672977624785,581,362
org.mozilla.javascript.optimizer.BodyCodegen,LINE,0.017061611374407582,2110,40
org.mozilla.javascript.optimizer.ClassCompiler,LINE,0.9166666666666666,48,45
org.mozilla.javascript.optimizer.Optimizer,LINE,0.4125560538116592,223,97
org.mozilla.javascript.optimizer.OptRuntime,LINE,1.0,91,86
org.mozilla.javascript.NativeFunction,LINE,0.782608695652174,23,18
org.mozilla.javascript.xml.XMLObject,LINE,0.0,6,0
org.mozilla.javascript.xml.XMLLib,LINE,0.6428571428571429,28,18
org.mozilla.javascript.jdk18.VMBridge_jdk18,LINE,1.0,3,3
org.mozilla.javascript.NativeDate,LINE,0.02753303964757709,908,25
org.mozilla.javascript.RhinoException,LINE,0.9291338582677166,127,122
org.mozilla.javascript.Parser,LINE,0.25045703839122485,2188,593
org.mozilla.javascript.Node,LINE,0.8370607028753994,321,277
org.mozilla.javascript.ClassCache,LINE,1.0,41,41
org.mozilla.javascript.EvaluatorException,LINE,1.0,11,11
org.mozilla.javascript.FunctionObject,LINE,0.725,200,148
org.mozilla.javascript.jdk15.VMBridge_jdk15,LINE,0.5666666666666667,60,34
org.mozilla.javascript.TopLevel,LINE,1.0,37,36
org.mozilla.javascript.NativeJavaObject,LINE,0.639386189258312,391,267
org.mozilla.javascript.NativeJavaConstructor,LINE,0.8571428571428571,7,7
org.mozilla.classfile.TypeInfo,LINE,0.9777777777777777,90,90
org.mozilla.classfile.ConstantEntry,LINE,1.0,21,21
org.mozilla.classfile.ExceptionTableEntry,LINE,1.0,6,6
org.mozilla.classfile.ByteCode,LINE,1.0,1,1
org.mozilla.classfile.ConstantPool,LINE,0.9482758620689655,232,222
org.mozilla.classfile.SuperBlock,LINE,1.0,59,59
org.mozilla.classfile.ClassFileWriter,LINE,0.2766407904022583,1417,451
org.mozilla.classfile.FieldOrMethodRef,LINE,1.0,20,20
